#DGE	GSE52778_raw_counts_GRCh38.p13_NCBI	Treatment:Albuterol:Untreated
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance
247	87.9009857391973	8.38111429460202	1.70597813788621e-06	0.0218318719892825	up
7704	1552.48505333853	5.62975966906095	2.9773042566265e-06	0.0218318719892825	up
5187	1075.09416637194	2.42583483959899	4.31005632849746e-06	0.0218318719892825	up
58513	668.985449068971	-0.303248062161956	1.14327178777061e-05	0.0376484373015554	down
3242	84.016745159438	1.2650785059058	1.23876142740048e-05	0.0376484373015554	up
101928819	116.128159511244	5.12423871541468	7.01098378138976e-05	0.158768548749364	not_sign
57532	3265.36101342315	0.34914233335979	7.31363412243716e-05	0.158768548749364	not_sign
8404	1464.8269608506	3.72800321206826	0.00011017150872597	0.20927078082498	not_sign
79823	110.609202144452	-0.481390279042715	0.000373639581999581	0.592899522649927	not_sign
55186	2433.58438304284	0.283471635530421	0.000476757793623473	0.592899522649927	not_sign
8325	149.976444146094	2.0402144995633	0.000491589221222231	0.592899522649927	not_sign
51132	1582.45532533573	0.214663398079922	0.000567690465721667	0.592899522649927	not_sign
7225	826.16096156006	1.41127751137061	0.000576744443099447	0.592899522649927	not_sign
55632	422.854620144071	0.321298972163056	0.000600464833278763	0.592899522649927	not_sign
56006	702.569872807775	-0.295751350581743	0.000623709785675089	0.592899522649927	not_sign
8013	294.431423113412	1.67846118587201	0.000691909984052375	0.592899522649927	not_sign
64798	36.0348982825468	-0.991375065155321	0.000715323664934751	0.592899522649927	not_sign
23411	705.697616015674	0.28651095781166	0.00085465547725977	0.592899522649927	not_sign
4128	3010.0419011895	2.46251914391138	0.000861005225456053	0.592899522649927	not_sign
28999	762.45403493928	3.12714488367111	0.000869795192604905	0.592899522649927	not_sign
79899	132.705192404822	1.186300742881	0.000954289791868203	0.592899522649927	not_sign
4501	295.02439975265	2.40600711279795	0.000954395821471749	0.592899522649927	not_sign
162333	66.0395766968099	3.15887438444034	0.000977192507742914	0.592899522649927	not_sign
12	3936.12825230263	2.62580748913589	0.000994024471102185	0.592899522649927	not_sign
79982	1437.09920907754	0.295980155343245	0.00101464620469375	0.592899522649927	not_sign
5587	1039.23009639465	0.574072273028966	0.00110271129310526	0.592899522649927	not_sign
101927021	78.521074534724	-0.641182856946138	0.00110339937782985	0.592899522649927	not_sign
642976	16.8770892284333	2.57194432667741	0.00111312603984382	0.592899522649927	not_sign
105378909	78.4371725447835	2.4196059972675	0.00117063036315147	0.592899522649927	not_sign
5814	1301.88553444477	0.225926497748906	0.00121582284572298	0.592899522649927	not_sign
57171	161.304978924377	-0.482977583104442	0.0012517062696036	0.592899522649927	not_sign
10137	1455.57940453924	0.503215163302998	0.0012619017974511	0.592899522649927	not_sign
5813	1733.56913308283	0.315457522875823	0.00131401929770117	0.592899522649927	not_sign
343450	230.423567658122	0.832188127613515	0.00138482846423902	0.592899522649927	not_sign
79689	446.800702121018	3.48704566940438	0.00140764363452112	0.592899522649927	not_sign
5625	29.8210582310019	4.03331406706281	0.00144679646259435	0.592899522649927	not_sign
161835	581.427722743232	1.45520073802721	0.00145043134181145	0.592899522649927	not_sign
154214	1163.47739603928	0.790821223434892	0.00156098271409644	0.592899522649927	not_sign
6854	76.6848364107743	2.31703790741114	0.00158336586039817	0.592899522649927	not_sign
10611	1766.32614634048	1.18822829479032	0.0016256720829423	0.592899522649927	not_sign
326340	134.985685677388	0.417619717225106	0.00163885311320195	0.592899522649927	not_sign
92912	1568.15697252943	0.207278022932007	0.00174240682871961	0.592899522649927	not_sign
5529	1289.34168036731	0.191104912550767	0.0017682304264274	0.592899522649927	not_sign
261729	3970.21603126684	1.39681900394167	0.00178260491973386	0.592899522649927	not_sign
25939	16968.6837741985	2.40981464498497	0.00178518822563485	0.592899522649927	not_sign
2289	3445.68279718314	2.82299753142235	0.00183588789208557	0.592899522649927	not_sign
2629	2734.66772028383	-0.306170530164391	0.00186571654989748	0.592899522649927	not_sign
6095	750.345975973772	0.515504787117525	0.00190368892331233	0.592899522649927	not_sign
102724788	43.8432336967873	3.56630231007866	0.00194824130822336	0.592899522649927	not_sign
85446	68.5020386605306	-0.598845820200313	0.00197582376404541	0.592899522649927	not_sign
81929	461.22280419595	0.42290853399393	0.00220839765805819	0.592899522649927	not_sign
64778	7949.24594572578	0.583808170124352	0.00221374910569965	0.592899522649927	not_sign
54629	1925.96233864616	0.781167378705953	0.0022820739401415	0.592899522649927	not_sign
9282	1173.62276025297	0.260138310372614	0.0022833087217025	0.592899522649927	not_sign
7079	253.654001988019	2.12380850182263	0.00228913440245609	0.592899522649927	not_sign
84376	1919.59143770656	0.33318275691108	0.0023160278083622	0.592899522649927	not_sign
407004	62.8779754578455	0.903271544290574	0.00231635701895584	0.592899522649927	not_sign
27244	863.927478772164	-0.404210335064384	0.00233693823173189	0.592899522649927	not_sign
283933	24.0762183550121	-0.994459759387021	0.00233786098614515	0.592899522649927	not_sign
219790	126.947850503439	-1.15171519294936	0.00234100890754117	0.592899522649927	not_sign
23142	1569.06351474049	0.332589591211066	0.00252078278120113	0.59806978130412	not_sign
29087	501.321312285148	-0.300739708070797	0.0025564712904977	0.59806978130412	not_sign
56650	1279.81361609973	0.334495469673829	0.00261534234788783	0.59806978130412	not_sign
105371855	21.9701006528511	3.1493994188467	0.00272976240843365	0.59806978130412	not_sign
5798	71.6252980001877	2.04627723892672	0.00273709198481857	0.59806978130412	not_sign
22890	998.743294662769	0.230800741987768	0.00274969863466424	0.59806978130412	not_sign
4052	27703.8374022802	0.562565108218256	0.00279547445180274	0.59806978130412	not_sign
57452	617.872053967428	-0.64769036426487	0.00280425442674171	0.59806978130412	not_sign
2878	15914.3828451029	2.66087725172983	0.00282769898639778	0.59806978130412	not_sign
27161	2158.54079264098	0.492089488912569	0.00283272958068455	0.59806978130412	not_sign
121512	1581.41932520411	1.48628412734853	0.00283928051119075	0.59806978130412	not_sign
160851	652.141556528016	0.679154111952622	0.00288301049123947	0.59806978130412	not_sign
55315	166.636239790001	-0.519229438213695	0.00288989142470703	0.59806978130412	not_sign
80212	1563.00772761007	-0.199784410777153	0.00293254881674978	0.59806978130412	not_sign
105375153	38.9524293753362	0.966754723277256	0.00295177899432804	0.59806978130412	not_sign
8660	2582.62979319383	1.32076015585512	0.00308873188602447	0.617583812368788	not_sign
23034	4130.30730912783	0.810546427433931	0.00315570291738084	0.622780019902847	not_sign
11170	212.52224651524	4.0608581671695	0.0033411860915255	0.649359748699784	not_sign
11080	1857.09674410022	1.11218189143617	0.00337585023343531	0.649359748699784	not_sign
11243	274.187081133081	-0.299068460231516	0.00352523551967781	0.654333584889337	not_sign
10413	6740.39515767682	0.257162624838032	0.00352900751085071	0.654333584889337	not_sign
2744	5756.43275044086	0.73029089021931	0.00353088667813409	0.654333584889337	not_sign
10216	125.637141894256	0.947414481304011	0.00364506250125698	0.667353852639771	not_sign
6093	3216.70622512842	0.380643966070843	0.00369255400610474	0.668000603294852	not_sign
5289	1365.65439325832	0.260690246351431	0.00386509498694924	0.683036431095206	not_sign
11345	1749.7768582477	0.25206651672065	0.00389778227120665	0.683036431095206	not_sign
55520	134.931708241039	-0.395116205913475	0.00391051391848401	0.683036431095206	not_sign
79633	4240.38176772269	0.466427494598826	0.00398818098131284	0.68634235712297	not_sign
1997	1872.19734837133	0.590547039842873	0.00403870050327406	0.68634235712297	not_sign
51335	2486.12509302524	-0.193207981925037	0.00406493894058089	0.68634235712297	not_sign
140711	884.145779492033	2.46739159273021	0.00415680193408041	0.692039626754238	not_sign
27315	334.256498553067	-0.304948896261853	0.00418976346810936	0.692039626754238	not_sign
107986445	60.3665378006696	2.56935033883019	0.00427034623873594	0.697765391869154	not_sign
50485	757.187627567575	-0.226285397975815	0.00448694228021075	0.725074111411624	not_sign
1734	922.92634318296	1.41686936485389	0.00453290606634011	0.725074111411624	not_sign
26115	2612.32193048587	0.400953718843779	0.00470337892476741	0.744505688966307	not_sign
4502	4344.79486455432	1.36598547484113	0.00479604611084228	0.744836804516235	not_sign
23080	1028.28349293066	0.228489968257463	0.00480350137158404	0.744836804516235	not_sign
687	2239.20011205445	1.36819328324482	0.0049742336963378	0.757778258106818	not_sign
5290	1470.27803006364	0.379921379671997	0.00504602065458454	0.757778258106818	not_sign
51104	278.539095161284	0.339281685523188	0.00518002021034422	0.757778258106818	not_sign
29099	534.774550875807	-0.281350733633295	0.00526892140202259	0.757778258106818	not_sign
4520	753.011104581637	0.264528517737155	0.00528847592118658	0.757778258106818	not_sign
5562	3157.8983511846	0.585043992922341	0.00535166845189755	0.757778258106818	not_sign
26872	2258.26597566141	0.945820476507089	0.00546204881614566	0.757778258106818	not_sign
3164	287.879967396281	0.798517199835128	0.00547457517843267	0.757778258106818	not_sign
4493	715.383252143033	1.36170365926416	0.00564289589916543	0.757778258106818	not_sign
84056	804.823861866373	0.234687264268357	0.00565463288538458	0.757778258106818	not_sign
488	13176.0885948808	0.937781869790474	0.00565612866446966	0.757778258106818	not_sign
6102	549.471820794357	0.421147770260678	0.00566678375368542	0.757778258106818	not_sign
7696	41.6810799785091	0.638089216245798	0.00569856884022456	0.757778258106818	not_sign
3326	12817.0298259404	-0.232471787468611	0.00575043656218687	0.757778258106818	not_sign
3625	504.08659820092	2.73826330405133	0.00577150993345792	0.757778258106818	not_sign
90993	3414.31398969346	-0.509294772946387	0.0058343717373098	0.757778258106818	not_sign
64854	847.667329180616	0.493154662618222	0.00584475778416825	0.757778258106818	not_sign
55885	82.4467345110005	1.41929145456333	0.00586274782862348	0.757778258106818	not_sign
54793	2185.30440830431	0.507471726885212	0.00594681750404192	0.757778258106818	not_sign
6303	5784.04917207425	0.883307627704914	0.00611299680152107	0.757778258106818	not_sign
783	703.503566614308	2.01224142791404	0.00613938769640863	0.757778258106818	not_sign
115572	91.3272227647369	1.65353731525606	0.00614748258779074	0.757778258106818	not_sign
326625	130.010158983995	-0.542263104583509	0.00617703964701344	0.757778258106818	not_sign
768211	494.262292966893	0.606398283569399	0.0062096325476179	0.757778258106818	not_sign
2764	2332.42891276242	0.437654631661481	0.00626437697834208	0.757778258106818	not_sign
2879	7151.34660782771	-0.295121607712895	0.00631263520872007	0.757778258106818	not_sign
3613	705.926316632156	1.3549785929637	0.00631270232994989	0.757778258106818	not_sign
161882	108.501410577038	-0.416950681579996	0.0063653323004971	0.757778258106818	not_sign
60686	197.158784576542	-0.319072982548919	0.00638140890967903	0.757778258106818	not_sign
83716	4340.94023017837	1.96555789618873	0.0063902761717858	0.757778258106818	not_sign
55568	4082.85240304714	0.396570901708289	0.00643283727926951	0.757778258106818	not_sign
91298	369.125788298153	0.397083233154202	0.00656919741060328	0.767121700736491	not_sign
26112	2548.43465136327	1.93067981758179	0.00661311810979734	0.767121700736491	not_sign
8578	36.2896975403756	0.941777775515106	0.00667848278241148	0.7675506949903	not_sign
55147	1186.11212714359	-0.217071859646321	0.00672421246539852	0.7675506949903	not_sign
650623	217.004669470384	0.452803647401946	0.0067946956274558	0.7675506949903	not_sign
253430	464.306597719284	0.547429977546362	0.00686458722903979	0.7675506949903	not_sign
286410	1784.72382259463	0.262466346977112	0.00691597378801794	0.7675506949903	not_sign
9399	421.156632081953	-0.235440220230769	0.00692791869160374	0.7675506949903	not_sign
3344	371.678922856109	0.585772994497671	0.00697038667469475	0.7675506949903	not_sign
83667	1016.17166967021	-0.64603642637523	0.00711211583776003	0.767783493705839	not_sign
54537	594.033342909237	0.368999600157663	0.00714574351269707	0.767783493705839	not_sign
9424	1082.14528281739	1.97963407229124	0.00720852380330224	0.767783493705839	not_sign
3939	18215.9867214997	0.733563434097949	0.00721770879480052	0.767783493705839	not_sign
9689	6056.46547220586	0.2399966180472	0.00722512763884805	0.767783493705839	not_sign
105378230	70.9849869555144	1.76830998701682	0.00733260698258004	0.773793720189488	not_sign
2054	1781.12532716458	0.358857483699913	0.00744309375773969	0.78003622581112	not_sign
92092	370.213087010661	0.543480410457793	0.00754831768628835	0.78168846724101	not_sign
27342	1420.00739604876	0.300555327441662	0.00757373057985091	0.78168846724101	not_sign
64395	428.055672143819	0.392085328824867	0.0076131806496229	0.78168846724101	not_sign
7057	108478.707095988	1.16869887002729	0.00768229089441502	0.783490553231749	not_sign
105371049	117.298370730313	0.443763817344646	0.00793417311335151	0.797121436897854	not_sign
10548	2011.99366454292	0.137039142308542	0.00794180982694711	0.797121436897854	not_sign
10522	958.589784636864	-0.195508870012904	0.00798656102165234	0.797121436897854	not_sign
113218502	48.2898524378075	0.623420160776098	0.00803336022552251	0.797121436897854	not_sign
4356	201.086021803305	1.08050675941078	0.00809503144635624	0.797121436897854	not_sign
2817	5154.80733551728	-0.403337372892934	0.00813068062116132	0.797121436897854	not_sign
